Product_Name,Product_Categorise,Product_price,Product_Images
Attack On Titan Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_2318a32b-e33b-44ab-960d-e6e36c951626.png?v=1704374743&width=1946']
Attack On Titan Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_4_f6700683-c287-4926-a39a-30d5dcd70ece.png?v=1704374679&width=1946']
Demon Slayer Giyu Shoulder Bag,Accessories,$45.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_10_d27f9bf1-3233-40fe-a625-b49f1d968fba.png?v=1704373123&width=1946']
Naruto Uchiha Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2d055462-0b21-4416-a259-da2ac7ddb350.png?v=1704373013&width=1946']
One Piece Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2024-01-04at2.30.22PM_1.jpg?v=1704372666&width=1946']
Demon Slayer Rounded Bag,Accessories,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_7_e75a905f-237a-4c11-98cc-0e57686df666.png?v=1704372370&width=1946']
Demon Slayer Giyu Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_3_c735fc0d-7f74-4efb-9af0-41d3cb4bbce3.png?v=1704372266&width=1946']
Tokyo Ghoul Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_034e3c40-c000-47f7-b825-3319fa628e66.png?v=1704370290&width=1946']
Deadpool Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_12_cabd7b58-82df-42b7-b62b-bb00010c5de9.png?v=1704370143&width=1946']
Star Wars Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_1_d51ad06d-7adb-42a4-93da-d01edcae69b3.png?v=1704370087&width=1946']
Legend Of Zelda Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_6ee90dfc-507e-4a33-8256-1ed5d85a9f21.png?v=1704363861&width=1946']
Twenty One Pilots Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_23_8e20626d-2dce-419e-9a3e-7241782c4f1e.png?v=1714221573&width=1946']
Nintendo Switch Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_8_e5b65b08-caac-46ef-9555-09bc1f5716cd.png?v=1714221125&width=1946']
Genshin Impact Faruzan Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_96fd7012-61e5-4103-acc8-0ef67c2acda3.png?v=1714220759&width=1946']
Metallica Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_20_b417aa88-bc88-4e62-b86c-745bb74ef3b9.png?v=1714220704&width=1946']
Super Mario Games Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_12_34507aa8-b564-455d-bc52-295bfcfc084b.png?v=1714221443&width=1946']
Genshin Impact Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_10_7d30e23f-8e3e-4e83-88f8-6dd934ce5ed5.png?v=1714220877&width=1946']
League Of Legends Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_16_250f64be-287e-4032-a2ee-5a18cca86215.png?v=1714220958&width=1946']
Street Fighter Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_19_724a6111-3c58-4c1b-95ff-856988ee7567.png?v=1714221340&width=1946']
Mario And Luigi Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_13_87de8698-fb8c-439f-ab06-fbf6c5306120.png?v=1714221068&width=1946']
Mario And Luigi Pixel Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_18_83c5c0b2-174b-4055-8c6c-a186eaab420f.png?v=1714221181&width=1946']
Rolling Stones Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_22_b43c42be-dc12-46eb-85e1-6460a9ea3d68.png?v=1714221276&width=1946']
Super Mario Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_14_c6fef788-8478-4072-a3a4-31b1a4115fe9.png?v=1714221519&width=1946']
Nintendo Switch Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_6_411865fa-2e9c-42bb-8adc-ffaf9c927a4a.png?v=1714385997&width=1946']
Grey Kaws Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_47b60a10-3f3e-4aff-b36c-be605479ff7b.png?v=1711465124&width=1946']
Spiderman Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_7_e0239c21-00c7-4c45-920c-b08945f088d6.png?v=1715087983&width=1946']
Totoro Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitled-design_20240103_135543_0000.png?v=1704283028&width=1946']
Harry Potter Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/20240103-134732_0000.png?v=1704282710&width=1946']
Naruto Bag,Accessories,$55.00 USD,['https://giftmania.online/cdn/shop/files/Untitled-design_20240103_134812_0000.png?v=1704282615&width=1946']
Brick Bears Space Keychains (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_1_fad29a1e-b3a9-47cd-89c1-c7ba33667bf0.png?v=1711462913&width=1946']
Black Panther Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_1_60cee927-1153-42c6-b3d9-53649a0450ee.png?v=1711467136&width=1946']
Ryuk Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_8_eebaf4a3-87e5-4e64-a091-21283b6f9bf6.png?v=1715088119&width=1946']
Spongebob Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_6_ec29baa1-298c-491d-9faf-08631e790ff2.png?v=1715088043&width=1946']
Naruto Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_7e18a91e-9639-4099-8380-152dc13c7c4f.png?v=1711466353&width=1946']
Red Half Robot Brick Bear Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_1_63ce6f18-1d15-479d-acb0-a218194ad12e.png?v=1711466082&width=1946']
Captain America Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_09b4672e-e63f-47a3-8883-fbaf660a8fc4.png?v=1711467187&width=1946']
Red Deadpool Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_3_0f92082e-3d7b-4378-ab40-5abfae4ddfcf.png?v=1704208424&width=1946']
Goku Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_8aafab12-c83b-41da-9233-4f745130ba05.png?v=1711467994&width=1946']
Miles Morales Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_4_27180618-7244-4a3a-b4f0-4e23cf1741d0.png?v=1704201813&width=1946']
Spiderman Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_94e55e6c-64b8-4cd5-89fb-f827c45f353a.png?v=1704201414&width=1946']
Iron Man Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_9_953da0db-41f4-4b3a-b52c-fcfe6e713ae0.png?v=1715087805&width=1946']
Partrick Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_b7b39964-d49a-4370-9fdc-3078afe53ceb.png?v=1703944603&width=1946']
Marvel The Hulk Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_61244d72-87f9-4b95-80a2-c7c767f1effc.png?v=1714385829&width=1946']
Marvel Iron Man Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_11_189b2f64-ecf1-4d69-90ab-148a95cf23a4.png?v=1714232663&width=1946']
Marvel Doctor Strange Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_9_9e87a7a6-40a5-4b61-854d-a149e7262980.png?v=1714232006&width=1946']
Marvel Thor Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_8_501ef5a5-ecac-4631-9a3e-826281db51cd.png?v=1714381177&width=1946']
Marvel Black Panther Comic B&W Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_12_ff15bf98-067c-416a-a1c7-f9961df0d5e1.png?v=1714231416&width=1946']
Marvel Comic Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_16_c5d23096-06e6-46cc-98c0-21c7c8567974.png?v=1714231931&width=1946']
Marvel Avengers Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_14_9fd86f8e-e5ea-4927-8fbb-81dffa16f9af.png?v=1714230962&width=1946']
Marvel Spiderman Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_7_9645a39d-6b13-4659-8673-259ac9293c5d.png?v=1714381045&width=1946']
Anya (Spy X Family) Rubber Keychain,Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_11_5c9cf6fe-e143-4128-9cac-1bc9066a5843.png?v=1702897748&width=1946']
Snoopy Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_4_07aef3b1-c5d4-4b80-8f99-7287a803e38e.png?v=1702897271&width=1946']
Mario And Luigi Keychains (Rubber),Accessories,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_53.png?v=1702727781&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_52_4d60fb6f-2549-44ec-b436-8e32764dde70.png?v=1702727733&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_54.png?v=1702727762&width=1946']"
DC Shot Glasses,Accessories,$25.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-12-16at1.38.21PM.jpg?v=1702726794&width=1946']
Garfield Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_25_025ba54b-001b-487d-bebc-f3b11ff6ef7f.png?v=1701706718&width=1946']
Lucky Kaws Sesame Street Keychains (Rubber),Accessories,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_23_f204169b-c241-415c-a259-ba7381245272.png?v=1701705611&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_14_76296813-1d1f-4867-b8dc-60f23889966d.png?v=1701705594&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_16_cbf8a8dd-219a-4e10-a267-7f97d369e854.png?v=1701705625&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_21_cd131c31-7c69-40e2-83fa-03c68f58109b.png?v=1701705641&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_15_ac2ae989-0e1d-4e9e-be42-dc2f6eb6053c.png?v=1701705654&width=1946']"
Titan Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_13_f423442a-beb7-4ba8-880a-4773b5c6ba68.png?v=1701705167&width=1946']
Naruto Keychain (Rubber),Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_4_75f1f67c-8266-44bd-a610-fff2aba8c00e.png?v=1701705109&width=1946']
Tom & Jerry Keychains (Rubber),Accessories,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_28_fb4a99f6-72a4-442e-ad05-ee936f1b2b70.png?v=1701363687&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_27_1317e735-ca1d-4fff-a611-02a04695831f.png?v=1701363667&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_26_aff6c054-36e1-4042-aeb6-a22d82b7088b.png?v=1701363693&width=1946']"
Baby Yoda (Star Wars) Rubber Keychain,Accessories,$5.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-11-30at1.39.51PM.jpg?v=1701363507&width=1946']
Rick And Morty Shot Glasses,Accessories,$25.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-30at5.17.33PM.jpg?v=1698758943&width=1946']
Game Of Thrones Shot Glasses,Accessories,$25.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_1_c8bd7a2f-42de-430d-8ff5-563f921c3622.png?v=1710946901&width=1946']
Naruto Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitled-design_20240429_205753_0000.png?v=1714413859&width=1946']
Scream Wallet,Accessories,$10.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_11_42004ce9-13e3-4922-9b98-73bcb1e98572.png?v=1714400229&width=1946']
100 Anime Scratch Poster,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_59.png?v=1702820626&width=1946']
100 Movies Scratch Poster,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_58.png?v=1702820448&width=1946']
Agatsuma Zenitsu (Demon Slayer) Wooden Sword,Decorations,$60.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_6_c9ecd955-aa82-4c75-93ef-5b02ac02f863.png?v=1706096860&width=1946']
Attack On Titan Special Operation Sword,Decorations,$50.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2fad3e9e-48b4-41d3-b6ba-f664c74ab09d.png?v=1706103176&width=1946']
Baby Yoda (Star Wars) Mug,Decorations,$25.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_80d4689d-77b3-408a-961a-41c80605733d.png?v=1702377871&width=1946']
Balance Balls,Decorations,$25.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_95d4a8c6-e3ae-4680-87d1-bcac3b4612d4.png?v=1710330295&width=1946']
BB8 (Star Wars) Mug,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_aeed7628-a22c-4554-9c89-9d16872c865f.png?v=1710162287&width=1946']
Big Clear Lego Case,Decorations,$20.00 USD,['https://giftmania.online/cdn/shop/files/legocase5.png?v=1715942841&width=1946']
Big Deathnote Notebook,Decorations,$15.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_49_e6498399-8609-4d08-805e-7b86097a321c.png?v=1702818772&width=1946']
Black 8 Piece Set Lego Case,Decorations,$15.00 USD,"['https://giftmania.online/cdn/shop/files/blacklegocase.png?v=1715933996&width=1946', 'https://giftmania.online/cdn/shop/files/blacklegocase3.png?v=1715933996&width=1946', 'https://giftmania.online/cdn/shop/files/blacklegocase2.png?v=1715933996&width=1946']"
Black Butler Spoon,Decorations,$20.00 USD,['https://giftmania.online/cdn/shop/files/WhatsApp_Image_2023-10-19_at_2.02.22_PM-removebg-preview.png?v=1697714292&width=1946']
Burger Squishy,Decorations,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_51ff7410-0bbc-4772-9283-f6e6fe08bb5d.png?v=1708528919&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_1_4261d184-2597-4f75-ad7b-e74507fb4b76.png?v=1708528919&width=1946']"
Cup Noodles Mug,Decorations,$20.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_22_7c5d05e9-aca6-475d-a86c-5533e75f4d14.png?v=1702387992&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_59b13791-132a-4ae2-9e51-bdebfb92ac9c.png?v=1702387948&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_21_aa21336a-0d50-481b-beea-7725741faea4.png?v=1702387987&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_23_0cb15877-4387-4fe4-b388-cee259745c5e.png?v=1702387997&width=1946']"
Darth Vader (Star Wars) Mug,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-24at4.50.08PM.jpg?v=1698156475&width=1946']
Darth Vader (Star Wars) Phone/Console Holder,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_ef8cd336-2f55-419f-83db-cb0abda6722d.png?v=1710330218&width=1946']
Deadpool Mug,Decorations,$30.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-24at4.50.08PM_1.jpg?v=1698156537&width=1946']
100 Anime Scratch Poster,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_59.png?v=1702820626&width=1946']
100 Movies Scratch Poster,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_58.png?v=1702820448&width=1946']
Agatsuma Zenitsu (Demon Slayer) Wooden Sword,Decorations,$60.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_6_c9ecd955-aa82-4c75-93ef-5b02ac02f863.png?v=1706096860&width=1946']
Attack On Titan Special Operation Sword,Decorations,$50.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2fad3e9e-48b4-41d3-b6ba-f664c74ab09d.png?v=1706103176&width=1946']
Baby Yoda (Star Wars) Mug,Decorations,$25.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_5_80d4689d-77b3-408a-961a-41c80605733d.png?v=1702377871&width=1946']
Balance Balls,Decorations,$25.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_95d4a8c6-e3ae-4680-87d1-bcac3b4612d4.png?v=1710330295&width=1946']
BB8 (Star Wars) Mug,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_aeed7628-a22c-4554-9c89-9d16872c865f.png?v=1710162287&width=1946']
Big Clear Lego Case,Decorations,$20.00 USD,['https://giftmania.online/cdn/shop/files/legocase5.png?v=1715942841&width=1946']
Big Deathnote Notebook,Decorations,$15.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_49_e6498399-8609-4d08-805e-7b86097a321c.png?v=1702818772&width=1946']
Black 8 Piece Set Lego Case,Decorations,$15.00 USD,"['https://giftmania.online/cdn/shop/files/blacklegocase.png?v=1715933996&width=1946', 'https://giftmania.online/cdn/shop/files/blacklegocase3.png?v=1715933996&width=1946', 'https://giftmania.online/cdn/shop/files/blacklegocase2.png?v=1715933996&width=1946']"
Black Butler Spoon,Decorations,$20.00 USD,['https://giftmania.online/cdn/shop/files/WhatsApp_Image_2023-10-19_at_2.02.22_PM-removebg-preview.png?v=1697714292&width=1946']
Burger Squishy,Decorations,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_51ff7410-0bbc-4772-9283-f6e6fe08bb5d.png?v=1708528919&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_1_4261d184-2597-4f75-ad7b-e74507fb4b76.png?v=1708528919&width=1946']"
Cup Noodles Mug,Decorations,$20.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_22_7c5d05e9-aca6-475d-a86c-5533e75f4d14.png?v=1702387992&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_59b13791-132a-4ae2-9e51-bdebfb92ac9c.png?v=1702387948&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_21_aa21336a-0d50-481b-beea-7725741faea4.png?v=1702387987&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_23_0cb15877-4387-4fe4-b388-cee259745c5e.png?v=1702387997&width=1946']"
Darth Vader (Star Wars) Mug,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-24at4.50.08PM.jpg?v=1698156475&width=1946']
Darth Vader (Star Wars) Phone/Console Holder,Decorations,$35.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_ef8cd336-2f55-419f-83db-cb0abda6722d.png?v=1710330218&width=1946']
Deadpool Mug,Decorations,$30.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-24at4.50.08PM_1.jpg?v=1698156537&width=1946']
Death Note Spoon,Decorations,$20.00 USD,['https://giftmania.online/cdn/shop/files/WhatsAppImage2023-10-19at2.14.54PM.jpg?v=1697714188&width=1946']
Donut Squishy,Decorations,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_4_3744c16d-6f62-4de4-bf48-d3bdfbf641ff.png?v=1709733623&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_5_fcc6e918-4efc-4e39-8bd8-3819e4a8b5de.png?v=1709733623&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_1_334dc45c-492b-454d-8a80-17ca867525b5.png?v=1709733632&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_2_2f1608ff-58bc-42d3-9736-d7b6337c421f.png?v=1709733632&width=1946']"
Durian Squishy,Decorations,$5.00 USD,"['https://giftmania.online/cdn/shop/files/Untitleddesign_2_84e1bae1-1f73-42ec-921b-098a4cb2888a.png?v=1709733230&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_1_37ba4d93-ac98-4a4f-a457-22328f63eb4f.png?v=1709733232&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_3_725fabe0-8ada-4e23-9e4c-da1f4ec714a0.png?v=1709733230&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_4_3d85cf87-80f5-4ecc-9723-17c7388e5587.png?v=1709733230&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_5_502f7553-1a05-4dcf-be67-3daa19614569.png?v=1709733231&width=1946', 'https://giftmania.online/cdn/shop/files/Untitleddesign_6_5a5933de-8b8b-4a80-9f06-e9571f5c2748.png?v=1709733230&width=1946']"
Enma Sword (Metal),Decorations,$200.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_2_4d3af3b0-4c21-474a-939f-563bfcecd652.png?v=1706098790&width=1946']
Fantasy Touken Ranbu Sword (Metal),Decorations,$200.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_33c68d1f-4b29-4849-a28a-3354aa4c9688.png?v=1706104267&width=1946']
Frankenstein Jr. Coin Bank,Decorations,$195.00 USD,['https://giftmania.online/cdn/shop/files/Untitleddesign_fbf22f03-615b-42b0-9daf-aa1d40481b27.png?v=1717077637&width=1946']
